Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
z5Nk7GpA,JAPAN 2,ROUND 16,2025-05-18,02:00,Oita Trinita,V-Varen Nagasaki,3.5,2.05,3.25,1.47,2.55,2.95,1.36,6.8,1.08,2.8,3.0,2.63,1.1,6.2,1.42,2.72,2.25,1.6,3.95,1.23,7.1,1.08,1.91,1.8,1.44,1.36,1.4,7.5,7.5,12.0,26.0,8.0,6.0,11.0,23.0,13.0,11.0,15.0,34.0,29.0,26.0,41.0,51.0,351.0,1,1,1,2,[3],"[21, 59]",0,0
8hneoZNj,JAPAN 2,ROUND 16,2025-05-18,02:00,Renofa Yamaguchi,Montedio Yamagata,3.25,2.05,3.5,1.45,2.6,2.95,1.37,6.7,1.09,2.5,3.25,2.7,1.09,6.7,1.4,2.82,2.15,1.65,3.8,1.24,6.8,1.08,1.91,1.8,1.44,1.33,1.5,8.0,7.5,13.0,29.0,7.5,6.5,11.0,23.0,12.0,10.0,17.0,34.0,26.0,23.0,34.0,51.0,351.0,1,0,1,0,[3],[],0,0
W8tNkh9a,JAPAN 1,ROUND 17,2025-05-18,03:00,Kawasaki Frontale,Cerezo Osaka,2.2,2.5,4.75,1.33,3.2,2.42,1.55,5.4,1.14,1.67,4.1,4.5,1.04,11.75,1.19,4.8,1.57,2.42,2.4,1.57,4.05,1.24,1.57,2.25,1.18,1.22,2.15,17.0,17.0,26.0,51.0,10.0,8.0,15.0,34.0,9.5,8.5,13.0,34.0,13.0,12.0,19.0,41.0,126.0,0,0,2,0,"[85, 88]",[],1.59,0.81
0nwbi5p4,JAPAN 1,ROUND 17,2025-05-18,03:00,Okayama,Albirex Niigata,3.4,1.91,4.0,1.62,2.27,3.6,1.28,8.75,1.06,2.5,2.8,3.25,1.14,5.7,1.6,2.37,2.75,1.45,5.3,1.16,10.25,1.05,2.2,1.62,1.33,1.4,1.5,5.5,7.5,15.0,34.0,6.0,5.5,13.0,34.0,11.0,11.0,19.0,51.0,26.0,26.0,41.0,81.0,501.0,1,1,2,1,"[10, 58]",[15],2.16,0.87
IgGZeuAT,SOUTH KOREA 1,ROUND 14,2025-05-18,04:30,Daegu,Seoul,5.5,2.25,2.25,1.39,2.82,2.67,1.44,6.0,1.11,5.25,3.7,1.67,1.06,7.8,1.3,3.3,1.9,1.85,3.15,1.33,5.6,1.12,1.83,1.83,2.15,1.29,1.17,10.0,7.0,8.0,13.0,13.0,7.0,8.5,13.0,26.0,17.0,17.0,26.0,51.0,41.0,41.0,51.0,301.0,0,0,0,1,[],[48],0,0
CdDRc1uH,SOUTH KOREA 1,ROUND 14,2025-05-18,04:30,Pohang,Gwangju FC,3.4,1.95,3.6,1.55,2.35,3.35,1.29,7.7,1.06,2.63,3.0,2.8,1.11,5.9,1.5,2.5,2.42,1.52,4.4,1.19,7.9,1.06,2.0,1.73,1.4,1.36,1.44,7.0,7.0,12.0,29.0,7.0,6.0,11.0,26.0,12.0,11.0,17.0,41.0,26.0,26.0,41.0,67.0,501.0,0,0,0,1,[],[90],0,0
SvCAi8ne,SOUTH KOREA 2,ROUND 12,2025-05-18,04:30,Ansan Greeners,Incheon,7.5,2.38,1.91,1.42,2.72,2.8,1.4,6.3,1.1,6.5,4.5,1.4,1.06,7.9,1.29,3.4,1.87,1.87,3.1,1.34,5.4,1.13,2.2,1.62,2.75,1.18,1.11,11.0,6.0,6.0,9.0,15.0,9.0,9.0,13.0,34.0,21.0,23.0,34.0,81.0,51.0,51.0,81.0,0.0,0,1,0,2,[],"[29, 53]",0,0
0hAIknH7,SOUTH KOREA 2,ROUND 12,2025-05-18,04:30,Jeonnam,Cheongju,2.5,2.2,4.33,1.39,2.85,2.67,1.44,6.0,1.11,1.9,3.5,3.8,1.06,7.9,1.3,3.35,1.88,1.85,3.1,1.33,5.5,1.13,1.8,1.91,1.25,1.29,1.91,11.0,12.0,21.0,41.0,7.5,7.0,13.0,29.0,9.0,8.5,15.0,34.0,17.0,15.0,26.0,51.0,201.0,1,0,4,1,"[30, 70, 89, 90]",[90],0,0
llPs9xGc,JAPAN 2,ROUND 16,2025-05-18,06:00,Ehime,Tokushima,5.5,2.05,2.4,1.5,2.5,3.1,1.34,7.1,1.08,4.5,3.5,1.75,1.09,6.6,1.42,2.77,2.22,1.62,3.9,1.23,7.0,1.08,2.1,1.67,2.0,1.29,1.18,7.5,5.5,7.5,13.0,10.0,7.0,9.0,17.0,21.0,17.0,21.0,34.0,51.0,41.0,51.0,67.0,1250.0,0,1,0,2,[],"[44, 76]",0,0
f1rVQsoB,ROMANIA 2,CHAMPIONSHIP GROUP,2025-05-18,06:00,Csikszereda M. Ciuc,FC Arges,2.92,1.95,3.9,1.52,2.45,3.2,1.32,7.4,1.07,2.3,3.0,3.3,1.11,5.9,1.5,2.5,2.45,1.52,4.45,1.18,8.0,1.06,2.05,1.7,1.35,1.36,1.62,5.9,7.5,16.5,50.0,6.1,6.2,13.0,40.0,10.5,10.25,19.0,60.0,25.0,24.0,45.0,120.0,1250.0,0,3,0,4,[],"[12, 17, 42, 55]",0,0
